,A,B,C,D,A,B,C,D,A,B,C,D,A,B,C,D,A,B,C,D,A,B,C,D,A,B,C,D,A,B,C,D,A,B,C,D,A,B,C,D,A,B,C,D,A,B,C,D,A,B,C,D,A,B,C,D,A,B,C,D,A,B,C,D,A,B,C,D,A,B,C,D,A,B,C,D,A,B,C,D,A,B,C,D,A,B,C,D,A,B,Supply
375,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,42
376,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,35
377,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,15
378,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,25
379,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,42
380,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,35
381,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,15
382,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,25
383,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,42
384,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,35
385,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,15
386,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,25
387,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,42
388,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,35
389,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,15
390,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,25
391,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,42
392,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,35
393,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,15
394,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,25
395,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,42
396,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,35
397,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,15
398,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,25
399,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,42
400,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,35
401,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,15
402,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,25
403,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,42
404,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,35
405,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,15
406,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,25
407,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,42
408,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,35
409,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,15
410,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,25
411,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,42
412,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,35
413,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,15
414,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,25
415,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,42
416,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,35
417,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,15
418,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,25
419,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,42
420,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,35
421,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,15
422,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,25
423,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,42
424,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,35
425,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,15
426,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,25
427,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,42
428,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,35
429,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,15
430,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,25
431,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,42
432,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,35
433,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,15
434,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,25
435,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,42
436,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,35
437,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,15
438,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,25
439,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,42
440,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,35
441,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,15
442,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,25
443,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,42
444,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,35
445,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,15
446,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,25
447,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,42
448,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,35
449,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,15
